,database_code,domain_name,database_group,language_code,language_name,status,visibility,editability,english_name,git_created_dt_x,git_closed_dt_x,git_created_dt_y,git_closed_dt_y,git_created_dt,git_closed_dt
757,tawikisource,ta.wikisource.org,wikisource,ta,Tamil,open,public,public,Tamil Wikisource,2012-05-08,,2012-05-08,,2012-05-08,
758,tawiktionary,ta.wiktionary.org,wiktionary,ta,Tamil,open,public,public,Tamil Wiktionary,2012-02-24,,2012-02-24,,2012-02-24,
759,taywiki,tay.wikipedia.org,wikipedia,tay,Atayal,open,public,public,Atayal Wikipedia,2021-03-15,,2021-03-15,,2021-03-15,
760,tcywiki,tcy.wikipedia.org,wikipedia,tcy,Tulu,open,public,public,Tulu Wikipedia,2016-07-21,,2016-07-21,,2016-07-21,
761,tetwiki,tet.wikipedia.org,wikipedia,tet,Tetum,open,public,public,Tetum Wikipedia,2012-02-24,,2012-02-24,,2012-02-24,
762,tewiki,te.wikipedia.org,wikipedia,te,Telugu,open,public,public,Telugu Wikipedia,2012-02-24,,2012-02-24,,2012-02-24,
763,tewikibooks,te.wikibooks.org,wikibooks,te,Telugu,open,public,public,Telugu Wikibooks,2012-02-24,,2012-02-24,,2012-02-24,
764,tewikiquote,te.wikiquote.org,wikiquote,te,Telugu,open,public,public,Telugu Wikiquote,2012-02-24,,2012-02-24,,2012-02-24,
765,tewikisource,te.wikisource.org,wikisource,te,Telugu,open,public,public,Telugu Wikisource,2012-02-24,,2012-02-24,,2012-02-24,
766,tewiktionary,te.wiktionary.org,wiktionary,te,Telugu,open,public,public,Telugu Wiktionary,2012-02-24,,2012-02-24,,2012-02-24,
767,tgwiki,tg.wikipedia.org,wikipedia,tg,Tajik,open,public,public,Tajik Wikipedia,2012-02-24,,2012-02-24,,2012-02-24,
768,tgwikibooks,tg.wikibooks.org,wikibooks,tg,Tajik,open,public,public,Tajik Wikibooks,2012-02-24,,2012-02-24,,2012-02-24,
769,tgwiktionary,tg.wiktionary.org,wiktionary,tg,Tajik,open,public,public,Tajik Wiktionary,2012-02-24,,2012-02-24,,2012-02-24,
770,thwiki,th.wikipedia.org,wikipedia,th,Thai,open,public,public,Thai Wikipedia,2012-02-24,,2012-02-24,,2012-02-24,
771,thwikibooks,th.wikibooks.org,wikibooks,th,Thai,open,public,public,Thai Wikibooks,2012-02-24,,2012-02-24,,2012-02-24,
772,thwikinews,th.wikinews.org,wikinews,th,Thai,closed,public,public,Thai Wikinews,2012-02-24,2012-02-24,2012-02-24,2012-02-24,2012-02-24,2012-02-24
773,thwikiquote,th.wikiquote.org,wikiquote,th,Thai,open,public,public,Thai Wikiquote,2012-02-24,,2012-02-24,,2012-02-24,
774,thwikisource,th.wikisource.org,wikisource,th,Thai,open,public,public,Thai Wikisource,2012-02-24,,2012-02-24,,2012-02-24,
775,thwiktionary,th.wiktionary.org,wiktionary,th,Thai,open,public,public,Thai Wiktionary,2012-02-24,,2012-02-24,,2012-02-24,
776,tiwiki,ti.wikipedia.org,wikipedia,ti,Tigrinya,open,public,public,Tigrinya Wikipedia,2012-02-24,,2012-02-24,,2012-02-24,
777,tiwiktionary,ti.wiktionary.org,wiktionary,ti,Tigrinya,open,public,public,Tigrinya Wiktionary,2012-02-24,,2012-02-24,,2012-02-24,
778,tkwiki,tk.wikipedia.org,wikipedia,tk,Turkmen,open,public,public,Turkmen Wikipedia,2012-02-24,,2012-02-24,,2012-02-24,
779,tkwikibooks,tk.wikibooks.org,wikibooks,tk,Turkmen,closed,public,public,Turkmen Wikibooks,2012-02-24,2012-02-24,2012-02-24,2012-02-24,2012-02-24,2012-02-24
780,tkwikiquote,tk.wikiquote.org,wikiquote,tk,Turkmen,closed,public,public,Turkmen Wikiquote,2012-02-24,2012-02-24,2012-02-24,2012-02-24,2012-02-24,2012-02-24
781,tkwiktionary,tk.wiktionary.org,wiktionary,tk,Turkmen,open,public,public,Turkmen Wiktionary,2012-02-24,,2012-02-24,,2012-02-24,
782,tlwiki,tl.wikipedia.org,wikipedia,tl,Tagalog,open,public,public,Tagalog Wikipedia,2012-02-24,,2012-02-24,,2012-02-24,
783,tlwikibooks,tl.wikibooks.org,wikibooks,tl,Tagalog,open,public,public,Tagalog Wikibooks,2012-02-24,,2012-02-24,,2012-02-24,
784,tlwikiquote,tl.wikiquote.org,wikiquote,tl,Tagalog,open,public,public,Tagalog Wikiquote,2022-10-10,,2022-10-10,,2022-10-10,
785,tlwiktionary,tl.wiktionary.org,wiktionary,tl,Tagalog,open,public,public,Tagalog Wiktionary,2012-02-24,,2012-02-24,,2012-02-24,
786,tnwiki,tn.wikipedia.org,wikipedia,tn,Tswana,open,public,public,Tswana Wikipedia,2012-02-24,,2012-02-24,,2012-02-24,
787,tnwiktionary,tn.wiktionary.org,wiktionary,tn,Tswana,open,public,public,Tswana Wiktionary,2012-02-24,,2012-02-24,,2012-02-24,
788,towiki,to.wikipedia.org,wikipedia,to,Tongan,open,public,public,Tongan Wikipedia,2012-02-24,,2012-02-24,,2012-02-24,
789,towiktionary,to.wiktionary.org,wiktionary,to,Tongan,closed,public,public,Tongan Wiktionary,2012-02-24,2012-02-24,2012-02-24,2012-02-24,2012-02-24,2012-02-24
790,tpiwiki,tpi.wikipedia.org,wikipedia,tpi,Tok Pisin,open,public,public,Tok Pisin Wikipedia,2012-02-24,,2012-02-24,,2012-02-24,
791,tpiwiktionary,tpi.wiktionary.org,wiktionary,tpi,Tok Pisin,open,public,public,Tok Pisin Wiktionary,2012-02-24,,2012-02-24,,2012-02-24,
792,trvwiki,trv.wikipedia.org,wikipedia,trv,Taroko,open,public,public,Seediq Wikipedia,2021-03-15,,2021-03-15,,2021-03-15,
793,trwiki,tr.wikipedia.org,wikipedia,tr,Turkish,open,public,public,Turkish Wikipedia,2012-02-24,,2012-02-24,,2012-02-24,
794,trwikibooks,tr.wikibooks.org,wikibooks,tr,Turkish,open,public,public,Turkish Wikibooks,2012-02-24,,2012-02-24,,2012-02-24,
795,trwikinews,tr.wikinews.org,wikinews,tr,Turkish,closed,public,public,Turkish Wikinews,2012-05-08,2020-06-16,2012-05-08,2020-06-16,2012-05-08,2020-06-16
796,trwikiquote,tr.wikiquote.org,wikiquote,tr,Turkish,open,public,public,Turkish Wikiquote,2012-02-24,,2012-02-24,,2012-02-24,
797,trwikisource,tr.wikisource.org,wikisource,tr,Turkish,open,public,public,Turkish Wikisource,2012-02-24,,2012-02-24,,2012-02-24,
798,trwikivoyage,tr.wikivoyage.org,wikivoyage,tr,Turkish,open,public,public,Turkish Wikivoyage,2021-01-19,,2021-01-19,,2021-01-19,
799,trwiktionary,tr.wiktionary.org,wiktionary,tr,Turkish,open,public,public,Turkish Wiktionary,2012-02-24,,2012-02-24,,2012-02-24,
800,tswiki,ts.wikipedia.org,wikipedia,ts,Tsonga,open,public,public,Tsonga Wikipedia,2012-02-24,,2012-02-24,,2012-02-24,
801,tswiktionary,ts.wiktionary.org,wiktionary,ts,Tsonga,open,public,public,Tsonga Wiktionary,2012-02-24,,2012-02-24,,2012-02-24,
802,ttwiki,tt.wikipedia.org,wikipedia,tt,Tatar,open,public,public,Tatar Wikipedia,2012-02-24,,2012-02-24,,2012-02-24,
803,ttwikibooks,tt.wikibooks.org,wikibooks,tt,Tatar,open,public,public,Tatar Wikibooks,2012-02-24,,2012-02-24,,2012-02-24,
804,ttwikiquote,tt.wikiquote.org,wikiquote,tt,Tatar,closed,public,public,Tatar Wikiquote,2012-02-24,2019-02-07,2012-02-24,2019-02-07,2012-02-24,2019-02-07
805,ttwiktionary,tt.wiktionary.org,wiktionary,tt,Tatar,open,public,public,Tatar Wiktionary,2012-02-24,,2012-02-24,,2012-02-24,
806,tumwiki,tum.wikipedia.org,wikipedia,tum,Tumbuka,open,public,public,Tumbuka Wikipedia,2012-02-24,,2012-02-24,,2012-02-24,
807,twwiki,tw.wikipedia.org,wikipedia,tw,Twi,open,public,public,Twi Wikipedia,2012-02-24,,2012-02-24,,2012-02-24,
808,twwiktionary,tw.wiktionary.org,wiktionary,tw,Twi,closed,public,public,Twi Wiktionary,2012-02-24,2012-02-24,2012-02-24,2012-02-24,2012-02-24,2012-02-24
809,tyvwiki,tyv.wikipedia.org,wikipedia,tyv,Tuvinian,open,public,public,Tuvinian Wikipedia,2013-07-05,,2013-07-05,,2013-07-05,
810,tywiki,ty.wikipedia.org,wikipedia,ty,Tahitian,open,public,public,Tahitian Wikipedia,2013-08-11,,2013-08-11,,2013-08-11,
811,udmwiki,udm.wikipedia.org,wikipedia,udm,Udmurt,open,public,public,Udmurt Wikipedia,2012-02-24,,2012-02-24,,2012-02-24,
812,ugwiki,ug.wikipedia.org,wikipedia,ug,Uyghur,open,public,public,Uyghur Wikipedia,2012-02-24,,2012-02-24,,2012-02-24,
813,ugwikibooks,ug.wikibooks.org,wikibooks,ug,Uyghur,closed,public,public,Uyghur Wikibooks,2012-02-24,2012-02-24,2012-02-24,2012-02-24,2012-02-24,2012-02-24
814,ugwikiquote,ug.wikiquote.org,wikiquote,ug,Uyghur,closed,public,public,Uyghur Wikiquote,2012-02-24,2012-02-24,2012-02-24,2012-02-24,2012-02-24,2012-02-24
815,ugwiktionary,ug.wiktionary.org,wiktionary,ug,Uyghur,open,public,public,Uyghur Wiktionary,2012-02-24,,2012-02-24,,2012-02-24,
816,ukwiki,uk.wikipedia.org,wikipedia,uk,Ukrainian,open,public,public,Ukrainian Wikipedia,2012-02-24,,2012-02-24,,2012-02-24,
817,ukwikibooks,uk.wikibooks.org,wikibooks,uk,Ukrainian,open,public,public,Ukrainian Wikibooks,2012-02-24,,2012-02-24,,2012-02-24,
818,ukwikinews,uk.wikinews.org,wikinews,uk,Ukrainian,open,public,public,Ukrainian Wikinews,2012-02-24,,2012-02-24,,2012-02-24,
819,ukwikiquote,uk.wikiquote.org,wikiquote,uk,Ukrainian,open,public,public,Ukrainian Wikiquote,2012-02-24,,2012-02-24,,2012-02-24,
820,ukwikisource,uk.wikisource.org,wikisource,uk,Ukrainian,open,public,public,Ukrainian Wikisource,2012-02-24,,2012-02-24,,2012-02-24,
821,ukwikivoyage,uk.wikivoyage.org,wikivoyage,uk,Ukrainian,open,public,public,Ukrainian Wikivoyage,2013-03-27,,2013-03-27,,2013-03-27,
822,ukwiktionary,uk.wiktionary.org,wiktionary,uk,Ukrainian,open,public,public,Ukrainian Wiktionary,2012-02-24,,2012-02-24,,2012-02-24,
823,urwiki,ur.wikipedia.org,wikipedia,ur,Urdu,open,public,public,Urdu Wikipedia,2012-02-24,,2012-02-24,,2012-02-24,
824,urwikibooks,ur.wikibooks.org,wikibooks,ur,Urdu,open,public,public,Urdu Wikibooks,2012-02-24,,2012-02-24,,2012-02-24,
825,urwikiquote,ur.wikiquote.org,wikiquote,ur,Urdu,open,public,public,Urdu Wikiquote,2012-02-24,,2012-02-24,,2012-02-24,
826,urwiktionary,ur.wiktionary.org,wiktionary,ur,Urdu,open,public,public,Urdu Wiktionary,2012-02-24,,2012-02-24,,2012-02-24,
827,uzwiki,uz.wikipedia.org,wikipedia,uz,Uzbek,open,public,public,Uzbek Wikipedia,2012-02-24,,2012-02-24,,2012-02-24,
828,uzwikibooks,uz.wikibooks.org,wikibooks,uz,Uzbek,closed,public,public,Uzbek Wikibooks,2012-02-24,2013-07-23,2012-02-24,2013-07-23,2012-02-24,2013-07-23
829,uzwikiquote,uz.wikiquote.org,wikiquote,uz,Uzbek,open,public,public,Uzbek Wikiquote,2012-02-24,,2012-02-24,,2012-02-24,
830,uzwiktionary,uz.wiktionary.org,wiktionary,uz,Uzbek,open,public,public,Uzbek Wiktionary,2012-02-24,,2012-02-24,,2012-02-24,
831,vecwiki,vec.wikipedia.org,wikipedia,vec,Venetian,open,public,public,Venetian Wikipedia,2012-02-24,,2012-02-24,,2012-02-24,
832,vecwikisource,vec.wikisource.org,wikisource,vec,Venetian,open,public,public,Venetian Wikisource,2012-05-08,,2012-05-08,,2012-05-08,
833,vecwiktionary,vec.wiktionary.org,wiktionary,vec,Venetian,open,public,public,Venetian Wiktionary,2013-05-16,,2013-05-16,,2013-05-16,
834,vepwiki,vep.wikipedia.org,wikipedia,vep,Veps,open,public,public,Veps Wikipedia,2012-05-08,,2012-05-08,,2012-05-08,
835,vewiki,ve.wikipedia.org,wikipedia,ve,Venda,open,public,public,Venda Wikipedia,2012-02-24,,2012-02-24,,2012-02-24,
836,viwiki,vi.wikipedia.org,wikipedia,vi,Vietnamese,open,public,public,Vietnamese Wikipedia,2012-02-24,,2012-02-24,,2012-02-24,
837,viwikibooks,vi.wikibooks.org,wikibooks,vi,Vietnamese,open,public,public,Vietnamese Wikibooks,2012-02-24,,2012-02-24,,2012-02-24,
838,viwikiquote,vi.wikiquote.org,wikiquote,vi,Vietnamese,open,public,public,Vietnamese Wikiquote,2012-02-24,,2012-02-24,,2012-02-24,
839,viwikisource,vi.wikisource.org,wikisource,vi,Vietnamese,open,public,public,Vietnamese Wikisource,2012-02-24,,2012-02-24,,2012-02-24,
840,viwikivoyage,vi.wikivoyage.org,wikivoyage,vi,Vietnamese,open,public,public,Vietnamese Wikivoyage,2013-08-11,,2013-08-11,,2013-08-11,
841,viwiktionary,vi.wiktionary.org,wiktionary,vi,Vietnamese,open,public,public,Vietnamese Wiktionary,2012-02-24,,2012-02-24,,2012-02-24,
842,vlswiki,vls.wikipedia.org,wikipedia,vls,West Flemish,open,public,public,West Flemish Wikipedia,2012-02-24,,2012-02-24,,2012-02-24,
843,vowiki,vo.wikipedia.org,wikipedia,vo,Volapük,open,public,public,Volapük Wikipedia,2012-02-24,,2012-02-24,,2012-02-24,
844,vowikibooks,vo.wikibooks.org,wikibooks,vo,Volapük,closed,public,public,Volapük Wikibooks,2012-02-24,2012-06-10,2012-02-24,2012-06-10,2012-02-24,2012-06-10
845,vowikiquote,vo.wikiquote.org,wikiquote,vo,Volapük,closed,public,public,Volapük Wikiquote,2012-02-24,2012-02-24,2012-02-24,2012-02-24,2012-02-24,2012-02-24
846,vowiktionary,vo.wiktionary.org,wiktionary,vo,Volapük,open,public,public,Volapük Wiktionary,2012-02-24,,2012-02-24,,2012-02-24,
847,warwiki,war.wikipedia.org,wikipedia,war,Waray,open,public,public,Waray Wikipedia,2012-02-24,,2012-02-24,,2012-02-24,
848,wawiki,wa.wikipedia.org,wikipedia,wa,Walloon,open,public,public,Walloon Wikipedia,2012-02-24,,2012-02-24,,2012-02-24,
849,wawikibooks,wa.wikibooks.org,wikibooks,wa,Walloon,closed,public,public,Walloon Wikibooks,2012-02-24,2012-02-24,2012-02-24,2012-02-24,2012-02-24,2012-02-24
850,wawikisource,wa.wikisource.org,wikisource,wa,Walloon,open,public,public,Walloon Wikisource,2020-12-07,,2020-12-07,,2020-12-07,
851,wawiktionary,wa.wiktionary.org,wiktionary,wa,Walloon,open,public,public,Walloon Wiktionary,2012-02-24,,2012-02-24,,2012-02-24,
852,wikidatawiki,www.wikidata.org,wikidata,en,English,open,public,public,Wikidata,2012-11-06,,2012-11-06,,2012-11-06,
853,wowiki,wo.wikipedia.org,wikipedia,wo,Wolof,open,public,public,Wolof Wikipedia,2012-02-24,,2012-02-24,,2012-02-24,
854,wowikiquote,wo.wikiquote.org,wikiquote,wo,Wolof,closed,public,public,Wolof Wikiquote,2012-02-24,2023-04-11,2012-02-24,2023-04-11,2012-02-24,2023-04-11
855,wowiktionary,wo.wiktionary.org,wiktionary,wo,Wolof,open,public,public,Wolof Wiktionary,2012-02-24,,2012-02-24,,2012-02-24,
856,wuuwiki,wuu.wikipedia.org,wikipedia,wuu,Wu Chinese,open,public,public,Wu Chinese Wikipedia,2012-02-24,,2012-02-24,,2012-02-24,
857,xalwiki,xal.wikipedia.org,wikipedia,xal,Kalmyk,open,public,public,Kalmyk Wikipedia,2012-02-24,,2012-02-24,,2012-02-24,
858,xhwiki,xh.wikipedia.org,wikipedia,xh,Xhosa,open,public,public,Xhosa Wikipedia,2012-02-24,,2012-02-24,,2012-02-24,
859,xhwikibooks,xh.wikibooks.org,wikibooks,xh,Xhosa,closed,public,public,Xhosa Wikibooks,2012-02-24,2012-02-24,2012-02-24,2012-02-24,2012-02-24,2012-02-24
860,xhwiktionary,xh.wiktionary.org,wiktionary,xh,Xhosa,closed,public,public,Xhosa Wiktionary,2012-02-24,2012-02-24,2012-02-24,2012-02-24,2012-02-24,2012-02-24
861,xmfwiki,xmf.wikipedia.org,wikipedia,xmf,Mingrelian,open,public,public,Mingrelian Wikipedia,2012-05-08,,2012-05-08,,2012-05-08,
862,yiwiki,yi.wikipedia.org,wikipedia,yi,Yiddish,open,public,public,Yiddish Wikipedia,2012-02-24,,2012-02-24,,2012-02-24,
863,yiwikisource,yi.wikisource.org,wikisource,yi,Yiddish,open,public,public,Yiddish Wikisource,2012-02-24,,2012-02-24,,2012-02-24,
864,yiwiktionary,yi.wiktionary.org,wiktionary,yi,Yiddish,open,public,public,Yiddish Wiktionary,2012-02-24,,2012-02-24,,2012-02-24,
865,yowiki,yo.wikipedia.org,wikipedia,yo,Yoruba,open,public,public,Yoruba Wikipedia,2012-02-24,,2012-02-24,,2012-02-24,
866,yowikibooks,yo.wikibooks.org,wikibooks,yo,Yoruba,closed,public,public,Yoruba Wikibooks,2012-02-24,2012-02-24,2012-02-24,2012-02-24,2012-02-24,2012-02-24
867,yowiktionary,yo.wiktionary.org,wiktionary,yo,Yoruba,closed,public,public,Yoruba Wiktionary,2012-02-24,2012-02-24,2012-02-24,2012-02-24,2012-02-24,2012-02-24
868,yuewiktionary,yue.wiktionary.org,wiktionary,yue,Cantonese,open,public,public,Cantonese Wiktionary,2018-09-28,,2018-09-28,,2018-09-28,
869,zawiki,za.wikipedia.org,wikipedia,za,Zhuang,open,public,public,Zhuang Wikipedia,2012-02-24,,2012-02-24,,2012-02-24,
870,zawikibooks,za.wikibooks.org,wikibooks,za,Zhuang,closed,public,public,Zhuang Wikibooks,2012-02-24,2012-02-24,2012-02-24,2012-02-24,2012-02-24,2012-02-24
871,zawikiquote,za.wikiquote.org,wikiquote,za,Zhuang,closed,public,public,Zhuang Wikiquote,2012-02-24,2012-02-24,2012-02-24,2012-02-24,2012-02-24,2012-02-24
872,zawiktionary,za.wiktionary.org,wiktionary,za,Zhuang,closed,public,public,Zhuang Wiktionary,2012-02-24,2012-09-29,2012-02-24,2012-09-29,2012-02-24,2012-09-29
873,zeawiki,zea.wikipedia.org,wikipedia,zea,Zeelandic,open,public,public,Zeelandic Wikipedia,2012-02-24,,2012-02-24,,2012-02-24,
874,zh_classicalwiki,zh-classical.wikipedia.org,wikipedia,zh-classical,Classical Chinese,open,public,public,Classical Chinese Wikipedia,2012-02-24,,2012-02-24,,2012-02-24,
875,zh_min_nanwiki,zh-min-nan.wikipedia.org,wikipedia,zh-min-nan,Chinese (Min Nan),open,public,public,Min Nan Wikipedia,2012-02-24,,2012-02-24,,2012-02-24,
876,zh_min_nanwikibooks,zh-min-nan.wikibooks.org,wikibooks,zh-min-nan,Chinese (Min Nan),closed,public,public,Min Nan Wikibooks,2012-02-24,2012-09-29,2012-02-24,2012-09-29,2012-02-24,2012-09-29
877,zh_min_nanwikiquote,zh-min-nan.wikiquote.org,wikiquote,zh-min-nan,Chinese (Min Nan),closed,public,public,Min Nan Wikiquote,2012-02-24,2013-01-09,2012-02-24,2013-01-09,2012-02-24,2013-01-09
878,zh_min_nanwikisource,zh-min-nan.wikisource.org,wikisource,zh-min-nan,Chinese (Min Nan),open,public,public,Min Nan Wikisource,2012-02-24,,2012-02-24,,2012-02-24,
879,zh_min_nanwiktionary,zh-min-nan.wiktionary.org,wiktionary,zh-min-nan,Chinese (Min Nan),open,public,public,Min Nan Wiktionary,2012-02-24,,2012-02-24,,2012-02-24,
880,zh_yuewiki,zh-yue.wikipedia.org,wikipedia,zh-yue,Cantonese,open,public,public,Cantonese Wikipedia,2018-04-27,,2018-04-27,,2018-04-27,
881,zhwiki,zh.wikipedia.org,wikipedia,zh,Chinese,open,public,public,Chinese Wikipedia,2012-02-24,,2012-02-24,,2012-02-24,
882,zhwikibooks,zh.wikibooks.org,wikibooks,zh,Chinese,open,public,public,Chinese Wikibooks,2012-02-24,,2012-02-24,,2012-02-24,
883,zhwikinews,zh.wikinews.org,wikinews,zh,Chinese,open,public,public,Chinese Wikinews,2012-02-24,,2012-02-24,,2012-02-24,
884,zhwikiquote,zh.wikiquote.org,wikiquote,zh,Chinese,open,public,public,Chinese Wikiquote,2012-02-24,,2012-02-24,,2012-02-24,
885,zhwikisource,zh.wikisource.org,wikisource,zh,Chinese,open,public,public,Chinese Wikisource,2012-02-24,,2012-02-24,,2012-02-24,
886,zhwikiversity,zh.wikiversity.org,wikiversity,zh,Chinese,open,public,public,Chinese Wikiversity,2018-07-14,,2018-07-14,,2018-07-14,
887,zhwikivoyage,zh.wikivoyage.org,wikivoyage,zh,Chinese,open,public,public,Chinese Wikivoyage,2013-12-31,,2013-12-31,,2013-12-31,
888,zhwiktionary,zh.wiktionary.org,wiktionary,zh,Chinese,open,public,public,Chinese Wiktionary,2012-02-24,,2012-02-24,,2012-02-24,
889,zuwiki,zu.wikipedia.org,wikipedia,zu,Zulu,open,public,public,Zulu Wikipedia,2012-02-24,,2012-02-24,,2012-02-24,
890,zuwikibooks,zu.wikibooks.org,wikibooks,zu,Zulu,closed,public,public,Zulu Wikibooks,2012-02-24,2012-02-24,2012-02-24,2012-02-24,2012-02-24,2012-02-24
891,zuwiktionary,zu.wiktionary.org,wiktionary,zu,Zulu,open,public,public,Zulu Wiktionary,2012-02-24,,2012-02-24,,2012-02-24,
